============================================================
structok model training
  Size: 410m-llama (1024h 24L 16H 4KV llama)
  Device: cuda:0 (single)
  Tokenizer: /root/standard-64k.json
  Data: /root/data/
  Steps: 40000
  Batch size: 8 per GPU (8 effective)
  Checkpoint every: 5000 steps
============================================================

Tokenizer vocab: 65,536
Creating model from scratch...
Architecture: llama
Parameters: 404,800,512 (404.8M)
  Gradient checkpointing: disabled (faster)
  Mixed precision: fp16
Loading pre-tokenized data from /root/data/tokens.bin...
  1,269,271,190 tokens memory-mapped from binary
  1,269,271,190 tokens -> 619,761 sequences of 2048

Training from step 0 to 40000...

  step     50/40000 | loss 7.8505 | ppl 2567.1 | 1.6 steps/s | eta 420m
  step  29800/40000 | loss 3.0786 | ppl 21.7 | 1.6 steps/s | eta 105m
  step  29850/40000 | loss 3.1681 | ppl 23.8 | 1.6 steps/s | eta 104m
  step  29900/40000 | loss 3.1639 | ppl 23.7 | 1.6 steps/s | eta 104m
  step  29950/40000 | loss 2.8922 | ppl 18.0 | 1.6 steps/s | eta 103m
  step  30000/40000 | loss 3.0877 | ppl 21.9 | 1.6 steps/s | eta 103m
  Checkpoint saved: checkpoints/step-30000
  Training log synced to R2 (73.3 KB)
  Background upload started for step-30000
  [bg] Uploading checkpoints/run-003-llama-standard/step-30000/checkpoint.pt (4633 MB)...
  step  30050/40000 | loss 3.1889 | ppl 24.3 | 1.6 steps/s | eta 102m
  step  30100/40000 | loss 2.9833 | ppl 19.8 | 1.6 steps/s | eta 102m
  step  30150/40000 | loss 3.1420 | ppl 23.2 | 1.6 steps/s | eta 101m
  step  30200/40000 | loss 3.0381 | ppl 20.9 | 1.6 steps/s | eta 101m
  step  30250/40000 | loss 3.1022 | ppl 22.2 | 1.6 steps/s | eta 100m
  step  30300/40000 | loss 3.1706 | ppl 23.8 | 1.6 steps/s | eta 100m
  step  30350/40000 | loss 3.2147 | ppl 24.9 | 1.6 steps/s | eta 99m
  step  30400/40000 | loss 3.1776 | ppl 24.0 | 1.6 steps/s | eta 99m
  step  30450/40000 | loss 3.0349 | ppl 20.8 | 1.6 steps/s | eta 98m
  step  30500/40000 | loss 3.0295 | ppl 20.7 | 1.6 steps/s | eta 98m
  step  30550/40000 | loss 3.0766 | ppl 21.7 | 1.6 steps/s | eta 97m
  step  30600/40000 | loss 3.1247 | ppl 22.8 | 1.6 steps/s | eta 97m
  [bg] Checkpoint checkpoints/run-003-llama-standard/step-30000 synced to R2
  [bg] Deleted old local checkpoint: step-25000
  step  30650/40000 | loss 3.1863 | ppl 24.2 | 1.6 steps/s | eta 96m
  step  30700/40000 | loss 3.0744 | ppl 21.6 | 1.6 steps/s | eta 96m
  step  30750/40000 | loss 3.1023 | ppl 22.2 | 1.6 steps/s | eta 95m
  step  30800/40000 | loss 3.2102 | ppl 24.8 | 1.6 steps/s | eta 95m
  step  30850/40000 | loss 2.9675 | ppl 19.4 | 1.6 steps/s | eta 94m
  step  30900/40000 | loss 3.0272 | ppl 20.6 | 1.6 steps/s | eta 93m
  step  30950/40000 | loss 2.9918 | ppl 19.9 | 1.6 steps/s | eta 93m
  step  31000/40000 | loss 3.2344 | ppl 25.4 | 1.6 steps/s | eta 92m
  step  31050/40000 | loss 3.3873 | ppl 29.6 | 1.6 steps/s | eta 92m
  step  31100/40000 | loss 2.8409 | ppl 17.1 | 1.6 steps/s | eta 91m
  step  31150/40000 | loss 3.3173 | ppl 27.6 | 1.6 steps/s | eta 91m
  step  31200/40000 | loss 2.9970 | ppl 20.0 | 1.6 steps/s | eta 90m
  step  31250/40000 | loss 3.2541 | ppl 25.9 | 1.6 steps/s | eta 90m
  step  31300/40000 | loss 3.1606 | ppl 23.6 | 1.6 steps/s | eta 89m
  step  31350/40000 | loss 2.9889 | ppl 19.9 | 1.6 steps/s | eta 89m
  step  31400/40000 | loss 3.1166 | ppl 22.6 | 1.6 steps/s | eta 88m
  step  31450/40000 | loss 3.2490 | ppl 25.8 | 1.6 steps/s | eta 88m
  step  31500/40000 | loss 3.2811 | ppl 26.6 | 1.6 steps/s | eta 87m
  step  31550/40000 | loss 2.9719 | ppl 19.5 | 1.6 steps/s | eta 87m
  step  31600/40000 | loss 3.1623 | ppl 23.6 | 1.6 steps/s | eta 86m
  step  31650/40000 | loss 3.1544 | ppl 23.4 | 1.6 steps/s | eta 86m
  step  31700/40000 | loss 3.0623 | ppl 21.4 | 1.6 steps/s | eta 85m
  step  31750/40000 | loss 3.1265 | ppl 22.8 | 1.6 steps/s | eta 85m
  step  31800/40000 | loss 3.1278 | ppl 22.8 | 1.6 steps/s | eta 84m
  step  31850/40000 | loss 3.0885 | ppl 21.9 | 1.6 steps/s | eta 84m
  step  31900/40000 | loss 2.9535 | ppl 19.2 | 1.6 steps/s | eta 83m
  step  31950/40000 | loss 3.1951 | ppl 24.4 | 1.6 steps/s | eta 83m
  step  32000/40000 | loss 3.3227 | ppl 27.7 | 1.6 steps/s | eta 82m
  step  32050/40000 | loss 3.1805 | ppl 24.1 | 1.6 steps/s | eta 82m
  step  32100/40000 | loss 3.1267 | ppl 22.8 | 1.6 steps/s | eta 81m
  step  32150/40000 | loss 3.1691 | ppl 23.8 | 1.6 steps/s | eta 81m
  step  32200/40000 | loss 3.0010 | ppl 20.1 | 1.6 steps/s | eta 80m
  step  32250/40000 | loss 3.1415 | ppl 23.1 | 1.6 steps/s | eta 80m
  step  32300/40000 | loss 3.1257 | ppl 22.8 | 1.6 steps/s | eta 79m
  step  32350/40000 | loss 3.1264 | ppl 22.8 | 1.6 steps/s | eta 79m
  step  32400/40000 | loss 3.1486 | ppl 23.3 | 1.6 steps/s | eta 78m
  step  32450/40000 | loss 3.2146 | ppl 24.9 | 1.6 steps/s | eta 78m
  step  32500/40000 | loss 3.0531 | ppl 21.2 | 1.6 steps/s | eta 77m
  step  32550/40000 | loss 3.3159 | ppl 27.5 | 1.6 steps/s | eta 77m
  step  32600/40000 | loss 3.0448 | ppl 21.0 | 1.6 steps/s | eta 76m
  step  32650/40000 | loss 3.0509 | ppl 21.1 | 1.6 steps/s | eta 76m
  step  32700/40000 | loss 3.0830 | ppl 21.8 | 1.6 steps/s | eta 75m
  step  32750/40000 | loss 3.0603 | ppl 21.3 | 1.6 steps/s | eta 74m
  step  32800/40000 | loss 3.1364 | ppl 23.0 | 1.6 steps/s | eta 74m
  step  32850/40000 | loss 3.0882 | ppl 21.9 | 1.6 steps/s | eta 73m
  step  32900/40000 | loss 3.1956 | ppl 24.4 | 1.6 steps/s | eta 73m
  step  32950/40000 | loss 3.1635 | ppl 23.7 | 1.6 steps/s | eta 72m
  step  33000/40000 | loss 3.1823 | ppl 24.1 | 1.6 steps/s | eta 72m
  step  33050/40000 | loss 3.0786 | ppl 21.7 | 1.6 steps/s | eta 71m
  step  33100/40000 | loss 3.1434 | ppl 23.2 | 1.6 steps/s | eta 71m
  step  33150/40000 | loss 3.1958 | ppl 24.4 | 1.6 steps/s | eta 70m
  step  33200/40000 | loss 3.0156 | ppl 20.4 | 1.6 steps/s | eta 70m
  step  33250/40000 | loss 3.2844 | ppl 26.7 | 1.6 steps/s | eta 69m
  step  33300/40000 | loss 3.0214 | ppl 20.5 | 1.6 steps/s | eta 69m
  step  33350/40000 | loss 3.2160 | ppl 24.9 | 1.6 steps/s | eta 68m
  step  33400/40000 | loss 3.1670 | ppl 23.7 | 1.6 steps/s | eta 68m
  step  33450/40000 | loss 3.1204 | ppl 22.7 | 1.6 steps/s | eta 67m
  step  33500/40000 | loss 3.0417 | ppl 20.9 | 1.6 steps/s | eta 67m
  step  33550/40000 | loss 3.0090 | ppl 20.3 | 1.6 steps/s | eta 66m
  step  33600/40000 | loss 3.1671 | ppl 23.7 | 1.6 steps/s | eta 66m
  step  33650/40000 | loss 3.1229 | ppl 22.7 | 1.6 steps/s | eta 65m
  step  33700/40000 | loss 3.0192 | ppl 20.5 | 1.6 steps/s | eta 65m
  step  33750/40000 | loss 2.9855 | ppl 19.8 | 1.6 steps/s | eta 64m
  step  33800/40000 | loss 3.0396 | ppl 20.9 | 1.6 steps/s | eta 64m
  step  33850/40000 | loss 3.1091 | ppl 22.4 | 1.6 steps/s | eta 63m
  step  33900/40000 | loss 3.1239 | ppl 22.7 | 1.6 steps/s | eta 63m
  step  33950/40000 | loss 3.1086 | ppl 22.4 | 1.6 steps/s | eta 62m
  step  34000/40000 | loss 3.0369 | ppl 20.8 | 1.6 steps/s | eta 62m
  step  34050/40000 | loss 3.0180 | ppl 20.5 | 1.6 steps/s | eta 61m
  step  34100/40000 | loss 3.0911 | ppl 22.0 | 1.6 steps/s | eta 61m
  step  34150/40000 | loss 3.0403 | ppl 20.9 | 1.6 steps/s | eta 60m
  step  34200/40000 | loss 2.9258 | ppl 18.6 | 1.6 steps/s | eta 60m
  step  34250/40000 | loss 2.9342 | ppl 18.8 | 1.6 steps/s | eta 59m
  step  34300/40000 | loss 2.9016 | ppl 18.2 | 1.6 steps/s | eta 59m
  step  34350/40000 | loss 2.9233 | ppl 18.6 | 1.6 steps/s | eta 58m
  step  34400/40000 | loss 3.1354 | ppl 23.0 | 1.6 steps/s | eta 58m
  step  34450/40000 | loss 3.0559 | ppl 21.2 | 1.6 steps/s | eta 57m
  step  34500/40000 | loss 3.1171 | ppl 22.6 | 1.6 steps/s | eta 56m
  step  34550/40000 | loss 3.1523 | ppl 23.4 | 1.6 steps/s | eta 56m
  step  34600/40000 | loss 2.8849 | ppl 17.9 | 1.6 steps/s | eta 55m
  step  34650/40000 | loss 3.0168 | ppl 20.4 | 1.6 steps/s | eta 55m
  step  34700/40000 | loss 3.1787 | ppl 24.0 | 1.6 steps/s | eta 54m
  step  34750/40000 | loss 3.2054 | ppl 24.7 | 1.6 steps/s | eta 54m
  step  34800/40000 | loss 2.9830 | ppl 19.7 | 1.6 steps/s | eta 53m
  step  34850/40000 | loss 2.9837 | ppl 19.8 | 1.6 steps/s | eta 53m
  step  34900/40000 | loss 2.9830 | ppl 19.7 | 1.6 steps/s | eta 52m
  step  34950/40000 | loss 3.1500 | ppl 23.3 | 1.6 steps/s | eta 52m
  step  35000/40000 | loss 3.1871 | ppl 24.2 | 1.6 steps/s | eta 51m
  Checkpoint saved: checkpoints/step-35000
  Training log synced to R2 (85.5 KB)
  Background upload started for step-35000
  [bg] Uploading checkpoints/run-003-llama-standard/step-35000/checkpoint.pt (4633 MB)...
  step  35050/40000 | loss 3.1390 | ppl 23.1 | 1.6 steps/s | eta 51m
  step  35100/40000 | loss 3.1780 | ppl 24.0 | 1.6 steps/s | eta 50m
  step  35150/40000 | loss 3.1053 | ppl 22.3 | 1.6 steps/s | eta 50m
  step  35200/40000 | loss 3.1044 | ppl 22.3 | 1.6 steps/s | eta 49m
  step  35250/40000 | loss 3.0659 | ppl 21.5 | 1.6 steps/s | eta 49m
  step  35300/40000 | loss 2.9728 | ppl 19.5 | 1.6 steps/s | eta 48m
  step  35350/40000 | loss 2.9634 | ppl 19.4 | 1.6 steps/s | eta 48m
  step  35400/40000 | loss 2.9074 | ppl 18.3 | 1.6 steps/s | eta 47m
  step  35450/40000 | loss 3.1630 | ppl 23.6 | 1.6 steps/s | eta 47m
  step  35500/40000 | loss 3.2547 | ppl 25.9 | 1.6 steps/s | eta 46m
  [bg] Checkpoint checkpoints/run-003-llama-standard/step-35000 synced to R2
  [bg] Deleted old local checkpoint: step-30000
  step  35550/40000 | loss 3.1142 | ppl 22.5 | 1.6 steps/s | eta 46m
  step  35600/40000 | loss 3.1747 | ppl 23.9 | 1.6 steps/s | eta 45m
  step  35650/40000 | loss 3.1621 | ppl 23.6 | 1.6 steps/s | eta 45m
  step  35700/40000 | loss 3.1338 | ppl 23.0 | 1.6 steps/s | eta 44m
  step  35750/40000 | loss 2.9865 | ppl 19.8 | 1.6 steps/s | eta 44m
  step  35800/40000 | loss 3.1106 | ppl 22.4 | 1.6 steps/s | eta 43m
  step  35850/40000 | loss 3.0226 | ppl 20.5 | 1.6 steps/s | eta 43m
  step  35900/40000 | loss 3.1519 | ppl 23.4 | 1.6 steps/s | eta 42m
  step  35950/40000 | loss 3.0667 | ppl 21.5 | 1.6 steps/s | eta 42m
  step  36000/40000 | loss 2.8471 | ppl 17.2 | 1.6 steps/s | eta 41m
  step  36050/40000 | loss 3.1714 | ppl 23.8 | 1.6 steps/s | eta 41m
  step  36100/40000 | loss 3.1151 | ppl 22.5 | 1.6 steps/s | eta 40m
  step  36150/40000 | loss 2.9976 | ppl 20.0 | 1.6 steps/s | eta 40m
  step  36200/40000 | loss 3.1182 | ppl 22.6 | 1.6 steps/s | eta 39m
  step  36250/40000 | loss 2.9865 | ppl 19.8 | 1.6 steps/s | eta 39m
  step  36300/40000 | loss 3.0766 | ppl 21.7 | 1.6 steps/s | eta 38m
  step  36350/40000 | loss 3.1772 | ppl 24.0 | 1.6 steps/s | eta 38m
  step  36400/40000 | loss 3.1285 | ppl 22.8 | 1.6 steps/s | eta 37m
  step  36450/40000 | loss 3.1778 | ppl 24.0 | 1.6 steps/s | eta 36m
  step  36500/40000 | loss 3.2664 | ppl 26.2 | 1.6 steps/s | eta 36m
  step  36550/40000 | loss 3.0938 | ppl 22.1 | 1.6 steps/s | eta 35m
  step  36600/40000 | loss 2.9776 | ppl 19.6 | 1.6 steps/s | eta 35m
  step  36650/40000 | loss 3.2127 | ppl 24.8 | 1.6 steps/s | eta 34m
  step  36700/40000 | loss 3.0136 | ppl 20.4 | 1.6 steps/s | eta 34m
  step  36750/40000 | loss 3.2728 | ppl 26.4 | 1.6 steps/s | eta 33m
  step  36800/40000 | loss 3.0775 | ppl 21.7 | 1.6 steps/s | eta 33m
  step  36850/40000 | loss 3.5613 | ppl 35.2 | 1.6 steps/s | eta 32m
  step  36900/40000 | loss 3.2438 | ppl 25.6 | 1.6 steps/s | eta 32m
  step  36950/40000 | loss 3.0809 | ppl 21.8 | 1.6 steps/s | eta 31m
  step  37000/40000 | loss 3.1182 | ppl 22.6 | 1.6 steps/s | eta 31m
  step  37050/40000 | loss 3.0351 | ppl 20.8 | 1.6 steps/s | eta 30m
  step  37100/40000 | loss 3.1470 | ppl 23.3 | 1.6 steps/s | eta 30m
  step  37150/40000 | loss 3.1324 | ppl 22.9 | 1.6 steps/s | eta 29m
  step  37200/40000 | loss 2.9646 | ppl 19.4 | 1.6 steps/s | eta 29m
  step  37250/40000 | loss 2.9981 | ppl 20.0 | 1.6 steps/s | eta 28m
  step  37300/40000 | loss 2.9399 | ppl 18.9 | 1.6 steps/s | eta 28m
  step  37350/40000 | loss 3.1611 | ppl 23.6 | 1.6 steps/s | eta 27m
  step  37400/40000 | loss 3.0234 | ppl 20.6 | 1.6 steps/s | eta 27m
  step  37450/40000 | loss 3.0588 | ppl 21.3 | 1.6 steps/s | eta 26m
  step  37500/40000 | loss 3.1212 | ppl 22.7 | 1.6 steps/s | eta 26m
  step  37550/40000 | loss 2.9432 | ppl 19.0 | 1.6 steps/s | eta 25m
  step  37600/40000 | loss 3.0519 | ppl 21.2 | 1.6 steps/s | eta 25m
  step  37650/40000 | loss 3.1678 | ppl 23.8 | 1.6 steps/s | eta 24m
  step  37700/40000 | loss 3.0613 | ppl 21.4 | 1.6 steps/s | eta 24m
  step  37750/40000 | loss 2.9834 | ppl 19.8 | 1.6 steps/s | eta 23m
  step  37800/40000 | loss 3.0679 | ppl 21.5 | 1.6 steps/s | eta 23m
  step  37850/40000 | loss 3.0465 | ppl 21.0 | 1.6 steps/s | eta 22m
  step  37900/40000 | loss 3.1142 | ppl 22.5 | 1.6 steps/s | eta 22m
  step  37950/40000 | loss 3.0502 | ppl 21.1 | 1.6 steps/s | eta 21m
  step  38000/40000 | loss 2.8964 | ppl 18.1 | 1.6 steps/s | eta 21m
  step  38050/40000 | loss 3.1073 | ppl 22.4 | 1.6 steps/s | eta 20m
  step  38100/40000 | loss 3.3127 | ppl 27.5 | 1.6 steps/s | eta 20m
  step  38150/40000 | loss 3.0037 | ppl 20.2 | 1.6 steps/s | eta 19m
  step  38200/40000 | loss 3.0712 | ppl 21.6 | 1.6 steps/s | eta 18m
  step  38250/40000 | loss 3.0798 | ppl 21.8 | 1.6 steps/s | eta 18m
  step  38300/40000 | loss 3.1219 | ppl 22.7 | 1.6 steps/s | eta 17m
  step  38350/40000 | loss 3.2751 | ppl 26.4 | 1.6 steps/s | eta 17m
  step  38400/40000 | loss 3.1325 | ppl 22.9 | 1.6 steps/s | eta 16m
  step  38450/40000 | loss 3.1349 | ppl 23.0 | 1.6 steps/s | eta 16m
  step  38500/40000 | loss 3.0165 | ppl 20.4 | 1.6 steps/s | eta 15m
  step  38550/40000 | loss 2.9798 | ppl 19.7 | 1.6 steps/s | eta 15m
  step  38600/40000 | loss 3.2002 | ppl 24.5 | 1.6 steps/s | eta 14m
  step  38650/40000 | loss 3.1170 | ppl 22.6 | 1.6 steps/s | eta 14m
  step  38700/40000 | loss 3.0847 | ppl 21.9 | 1.6 steps/s | eta 13m
  step  38750/40000 | loss 3.1308 | ppl 22.9 | 1.6 steps/s | eta 13m
  step  38800/40000 | loss 3.1551 | ppl 23.5 | 1.6 steps/s | eta 12m
  step  38850/40000 | loss 3.2407 | ppl 25.6 | 1.6 steps/s | eta 12m
  step  38900/40000 | loss 2.8917 | ppl 18.0 | 1.6 steps/s | eta 11m
  step  38950/40000 | loss 3.0639 | ppl 21.4 | 1.6 steps/s | eta 11m
  step  39000/40000 | loss 3.1467 | ppl 23.3 | 1.6 steps/s | eta 10m
  step  39050/40000 | loss 3.1208 | ppl 22.7 | 1.6 steps/s | eta 10m
  step  39100/40000 | loss 2.9462 | ppl 19.0 | 1.6 steps/s | eta 9m
  step  39150/40000 | loss 3.1388 | ppl 23.1 | 1.6 steps/s | eta 9m
  step  39200/40000 | loss 2.8605 | ppl 17.5 | 1.6 steps/s | eta 8m
  step  39250/40000 | loss 3.1414 | ppl 23.1 | 1.6 steps/s | eta 8m
  step  39300/40000 | loss 3.0303 | ppl 20.7 | 1.6 steps/s | eta 7m
  step  39350/40000 | loss 2.9696 | ppl 19.5 | 1.6 steps/s | eta 7m
  step  39400/40000 | loss 3.0727 | ppl 21.6 | 1.6 steps/s | eta 6m
  step  39450/40000 | loss 3.0119 | ppl 20.3 | 1.6 steps/s | eta 6m
  step  39500/40000 | loss 3.1455 | ppl 23.2 | 1.6 steps/s | eta 5m
  step  39550/40000 | loss 3.0400 | ppl 20.9 | 1.6 steps/s | eta 5m
  step  39600/40000 | loss 2.8776 | ppl 17.8 | 1.6 steps/s | eta 4m
  step  39650/40000 | loss 2.8778 | ppl 17.8 | 1.6 steps/s | eta 4m
  step  39700/40000 | loss 3.1098 | ppl 22.4 | 1.6 steps/s | eta 3m
  step  39750/40000 | loss 2.9085 | ppl 18.3 | 1.6 steps/s | eta 3m
  step  39800/40000 | loss 2.9428 | ppl 19.0 | 1.6 steps/s | eta 2m
  step  39850/40000 | loss 3.0277 | ppl 20.6 | 1.6 steps/s | eta 2m
  step  39900/40000 | loss 3.0327 | ppl 20.8 | 1.6 steps/s | eta 1m
  step  39950/40000 | loss 3.0636 | ppl 21.4 | 1.6 steps/s | eta 1m
  step  40000/40000 | loss 3.0657 | ppl 21.4 | 1.6 steps/s | eta 0m
  Checkpoint saved: checkpoints/step-40000
  Training log synced to R2 (97.8 KB)
  Background upload started for step-40000
  Waiting for previous upload...
  [bg] Uploading checkpoints/run-003-llama-standard/step-40000/checkpoint.pt (4633 MB)...
  [bg] Checkpoint checkpoints/run-003-llama-standard/step-40000 synced to R2
  [bg] Deleted old local checkpoint: step-35000
  Checkpoint saved: checkpoints/step-40000
  Training log synced to R2 (97.8 KB)
  Background upload started for step-40000

Training complete: 40000 steps in 416.7 minutes
Final loss: 3.0704
Checkpoints in: checkpoints/
  [bg] Uploading checkpoints/run-003-llama-standard/step-40000/checkpoint.pt (4633 MB)...
  [bg] R2 upload failed: cannot schedule new futures after interpreter shutdown (keeping local checkpoints)
